transaction_line_id,transaction_sk,line_number,sku_code,category_code,quantity,unit_price,discount_amount,tax_amount,line_total,created_at
LINE-29868AEC282443,09c2fc38-aa3d-42d1-b11a-17e1a55a1453,1,MF9A435LL/A,ACC,1,136.87,0.0,34.22,171.09,2022-12-17 20:48:10
LINE-02CF03AE6F4B41,58345798-0bca-44d7-b372-f98b2afc3fbd,1,M107055LL/A,AIR,1,204.59,0.0,51.15,255.74,2022-08-08 12:51:34
LINE-E478D91DCF244F,f403d439-af38-46a4-aa17-3cadc608aa57,1,M469693LL/A,ACC,2,188.21,37.64,84.7,423.48,2022-11-26 11:00:15
LINE-C9CD9BCAE58A4E,aada9737-a765-4a3f-9503-8a5d91fac0dd,1,M1DF0AFLL/A,IPH,1,1117.28,0.0,279.32,1396.6,2022-04-14 16:34:38
LINE-1FED995A688F42,2072156a-5fbb-4ea5-a12c-3458190f2d56,1,M9015A1LL/A,IPH,1,830.79,83.08,186.93,934.64,2022-08-29 09:02:23
LINE-98F6E074527547,f7c8d5b1-8e7b-4a12-8069-4b7b7fd4eab6,1,MBBFE23LL/A,TV,1,189.87,9.49,45.09,225.47,2022-04-16 11:52:46
LINE-048A93CFB0A540,dcfe80ab-1e9e-48e2-9d01-a52d4114bc27,1,M18A9D8LL/A,AIR,1,175.61,0.0,43.9,219.51,2022-08-13 12:01:27
LINE-FD595161024941,edcb1036-4223-4681-b3f5-d444b198331f,1,M633E31LL/A,IPH,1,1028.28,0.0,257.07,1285.35,2022-08-19 17:39:31
LINE-2C6BF26F7BA745,6fbf2cec-53d1-4606-b442-99c31dfeab21,1,M86AB67LL/A,ACC,2,56.14,5.61,26.67,133.34,2022-05-14 16:47:42
LINE-BCD17D72A6A94A,8f3e8f9a-d65f-409d-b58f-100fbdbf712c,1,M86AB67LL/A,ACC,2,196.45,0.0,98.22,491.12,2022-04-26 19:48:54
LINE-EE6FAB8E55D14B,7e8d25da-f869-4ec3-a05b-5a080db21c66,1,M823059LL/A,WCH,1,511.4,25.57,121.46,607.29,2022-08-25 18:22:08
LINE-FEBA10027F3043,782bb9dc-d437-498a-9d21-99a5729c9855,1,MDA65CBLL/A,IPH,1,1265.81,63.29,300.63,1503.15,2022-12-12 05:36:18
LINE-163A9ACB858043,7a7a9ad7-cc8b-4647-9b2d-c958ed95b8ce,1,M469693LL/A,ACC,1,189.29,18.93,42.59,212.95,2022-01-20 19:09:50
LINE-5F640D674AE446,0f5077e1-c91c-43fa-b3ba-730376af8578,1,M633E31LL/A,IPH,1,1216.9,121.69,273.8,1369.01,2022-08-29 16:30:03
LINE-5E7187CEDE1C47,f1daa8d9-a88c-4769-a78e-0070aa9562a5,1,M1E6FCELL/A,IPH,1,1164.78,0.0,291.19,1455.97,2022-09-20 17:41:54
LINE-FF97397D33A440,6a627e94-a417-48fd-824c-7b9af0c1cd6d,1,M0B4BB5LL/A,DSP,1,2787.04,0.0,696.76,3483.8,2022-08-16 10:49:36
