transaction_sk,transaction_id,transaction_timestamp,customer_id,store_id,channel_id,country_code,payment_method,currency,gross_amount,total_discount,total_tax,net_total,created_at,source_system
09c2fc38-aa3d-42d1-b11a-17e1a55a1453,TXN-95E23F101FBB,2022-12-17 20:48:10,dc735083-195e-4f57-9109-d89f059d027e,SE_0001,POS,SE,Discover,SEK,136.87,0.0,34.22,171.09,2022-12-17 20:48:10,SAP_SD
58345798-0bca-44d7-b372-f98b2afc3fbd,TXN-37545E747ED4,2022-08-08 12:51:34,dc735083-195e-4f57-9109-d89f059d027e,SE_0001,POS,SE,Apple Pay,SEK,204.59,0.0,51.15,255.74,2022-08-08 12:51:34,SAP_SD
f403d439-af38-46a4-aa17-3cadc608aa57,TXN-8CD80D5C2681,2022-11-26 11:00:15,be15cb2b-121f-4d86-b21b-1ac5a62cb9f0,SE_0001,POS,SE,Cash,SEK,376.42,37.64,84.7,423.48,2022-11-26 11:00:15,SAP_SD
aada9737-a765-4a3f-9503-8a5d91fac0dd,TXN-266FBC46126A,2022-04-14 16:34:38,be15cb2b-121f-4d86-b21b-1ac5a62cb9f0,SE_0002,POS,SE,Discover,SEK,1117.28,0.0,279.32,1396.6,2022-04-14 16:34:38,SAP_SD
2072156a-5fbb-4ea5-a12c-3458190f2d56,TXN-640213585C72,2022-08-29 09:02:23,a766dde4-9355-4bfd-92c9-878a457a799e,SE_0002,POS,SE,Apple Financing,SEK,830.79,83.08,186.93,934.64,2022-08-29 09:02:23,SAP_SD
f7c8d5b1-8e7b-4a12-8069-4b7b7fd4eab6,TXN-324BE71C7FA2,2022-04-16 11:52:46,a766dde4-9355-4bfd-92c9-878a457a799e,,ONLINE,SE,Cash,SEK,189.87,9.49,45.09,225.47,2022-04-16 11:52:46,SAP_SD
dcfe80ab-1e9e-48e2-9d01-a52d4114bc27,TXN-F354BFC6D12F,2022-08-13 12:01:27,b29d2e6b-0856-49f0-86bf-6b01d25badfb,SE_0002,POS,SE,Visa,SEK,175.61,0.0,43.9,219.51,2022-08-13 12:01:27,SAP_SD
edcb1036-4223-4681-b3f5-d444b198331f,TXN-A0CE5FE67B35,2022-08-19 17:39:31,b29d2e6b-0856-49f0-86bf-6b01d25badfb,SE_0001,POS,SE,Corporate Financing,SEK,1028.28,0.0,257.07,1285.35,2022-08-19 17:39:31,SAP_SD
6fbf2cec-53d1-4606-b442-99c31dfeab21,TXN-6FFC44E78D26,2022-05-14 16:47:42,7ce541ee-fa50-4155-9d50-9f2624a72102,SE_0002,POS,SE,Bank EMI,SEK,112.28,5.61,26.67,133.34,2022-05-14 16:47:42,SAP_SD
8f3e8f9a-d65f-409d-b58f-100fbdbf712c,TXN-E54954AE9B6B,2022-04-26 19:48:54,7ce541ee-fa50-4155-9d50-9f2624a72102,SE_0001,POS,SE,American Express,SEK,392.9,0.0,98.22,491.12,2022-04-26 19:48:54,SAP_SD
