transaction_sk,transaction_id,transaction_timestamp,customer_id,store_id,channel_id,country_code,payment_method,currency,gross_amount,total_discount,total_tax,net_total,created_at,source_system
93a79e17-02dc-49c4-b21c-3e472a329a10,TXN-DC56C6649784,2023-07-30 08:50:53,8d463de1-d38c-4114-852c-060c15852097,,ONLINE,SE,Visa,SEK,314.76,0.0,78.69,393.45,2023-07-30 08:50:53,SAP_SD
8b407ff3-b130-45aa-89b4-b7bffcc9ef48,TXN-54EDCDA89304,2023-11-13 12:21:00,8d463de1-d38c-4114-852c-060c15852097,SE_0002,POS,SE,Apple Pay,SEK,1464.06,0.0,366.01,1830.07,2023-11-13 12:21:00,SAP_SD
bce01541-579a-4b06-89ab-cbbbadae456b,TXN-6A30F06B3682,2023-11-10 17:53:46,8d463de1-d38c-4114-852c-060c15852097,SE_0002,POS,SE,Discover,SEK,1289.1,0.0,322.27,1611.37,2023-11-10 17:53:46,SAP_SD
310bf2e7-6575-42bf-a528-cddf2b273d61,TXN-5BB9671FD00A,2023-10-14 08:27:46,4529185f-938d-4e7f-a289-db8f8f65f973,SE_0002,POS,SE,Apple Financing,SEK,1254.97,62.75,298.06,1490.28,2023-10-14 08:27:46,SAP_SD
d85756cb-70b3-40f8-a087-170846e34692,TXN-E051FEF450AE,2023-01-07 12:19:15,4529185f-938d-4e7f-a289-db8f8f65f973,SE_0002,POS,SE,Apple Financing,SEK,363.1,0.0,90.78,453.88,2023-01-07 12:19:15,SAP_SD
4825b4bf-3f28-4f3c-a09f-f17540ea2e68,TXN-CCD67E3633FB,2023-12-06 19:23:17,2f1d5964-f220-45c1-bb1c-52b8eb4c365d,SE_0002,POS,SE,Mastercard,SEK,232.1,0.0,58.02,290.12,2023-12-06 19:23:17,SAP_SD
162edd62-5b18-4be4-8f66-e64cf8642dbb,TXN-1FF23AABF3E3,2023-10-19 00:43:21,2f1d5964-f220-45c1-bb1c-52b8eb4c365d,,ONLINE,SE,Discover,SEK,1407.81,0.0,351.95,1759.76,2023-10-19 00:43:21,SAP_SD
1fbe5065-ab83-403f-bcf3-b28adb18a8bc,TXN-7ECE63ADBD50,2023-10-09 08:24:23,b6b2bd3d-215a-4db3-a8df-80fe54295cbc,SE_0002,POS,SE,American Express,SEK,1359.42,0.0,339.86,1699.28,2023-10-09 08:24:23,SAP_SD
570b2046-6681-4aa3-b31e-af84c5a3ace9,TXN-A0B290FCBEAD,2023-04-06 08:09:42,b6b2bd3d-215a-4db3-a8df-80fe54295cbc,,ONLINE,SE,Apple Pay,SEK,1486.96,0.0,371.74,1858.7,2023-04-06 08:09:42,SAP_SD
a93e2dd5-46b0-4a24-bfe3-47bd2dc841a5,TXN-4DA77C7C9AD1,2023-10-25 22:36:47,a51d0d8d-f141-4816-9356-5bf64ed63194,,ONLINE,SE,Discover,SEK,1343.68,0.0,335.92,1679.6,2023-10-25 22:36:47,SAP_SD
cb24071b-5612-4e88-9cd4-9bfbd7aa5266,TXN-D08F08CAA854,2023-02-28 19:24:10,4529185f-938d-4e7f-a289-db8f8f65f973,SE_0001,POS,SE,Apple Pay,SEK,262.08,0.0,65.52,327.6,2023-02-28 19:24:10,SAP_SD
bf9e1845-0d6b-4a9a-9002-21d09577c45b,TXN-601B9CAE0B38,2023-09-17 21:12:33,4529185f-938d-4e7f-a289-db8f8f65f973,,ONLINE,SE,American Express,SEK,55.89,0.0,13.97,69.86,2023-09-17 21:12:33,SAP_SD
b760d88a-c556-4259-81a5-1c2e9e1e7453,TXN-C32E12D0A711,2023-02-11 16:15:14,b4c1a3f1-89f3-4936-aa5e-671500f1a2d3,,ONLINE,SE,Corporate Financing,SEK,177.72,8.89,42.21,211.04,2023-02-11 16:15:14,SAP_SD
f80a430d-b9f0-45fe-8edd-9de664547c07,TXN-435850F65D77,2023-12-17 11:09:54,ac6fff90-8dc3-4420-9e22-f68c602410ca,SE_0002,POS,SE,Apple Financing,SEK,728.28,0.0,182.07,910.35,2023-12-17 11:09:54,SAP_SD
92c07cfd-e2be-4ed3-bcd5-eaf65ed73f97,TXN-8CF9EC5195F5,2023-11-22 13:29:03,ac6fff90-8dc3-4420-9e22-f68c602410ca,SE_0002,POS,SE,Cash,SEK,940.64,0.0,235.16,1175.8,2023-11-22 13:29:03,SAP_SD
81e41ed2-6b49-4fae-8f2a-76fe0aa7fa54,TXN-26F09EA2341F,2023-12-03 17:07:48,ac6fff90-8dc3-4420-9e22-f68c602410ca,,ONLINE,SE,Discover,SEK,1010.73,50.54,240.05,1200.24,2023-12-03 17:07:48,SAP_SD
9d6a968f-88d4-4a42-811a-8c4793bd595f,TXN-9C0466261CCD,2023-05-20 18:19:10,e8f08f70-5274-4bb1-a1c6-a665aa0a9284,SE_0002,POS,SE,Apple Financing,SEK,625.42,0.0,156.35,781.77,2023-05-20 18:19:10,SAP_SD
b57fabd4-42f4-4a25-b96f-bab122b721b6,TXN-CCF40CC0CB0C,2023-07-02 22:07:40,415c008e-9a84-43a7-a120-238f78ce84c7,,ONLINE,SE,Apple Pay,SEK,390.9,19.55,92.84,464.19,2023-07-02 22:07:40,SAP_SD
45b1ede9-f4d1-4ba4-8666-6753aeca0b5b,TXN-9386633D9894,2023-08-03 10:07:47,0eefadd8-cdef-45e9-b93f-28e44b23dff0,SE_0002,POS,SE,American Express,SEK,425.54,0.0,106.39,531.93,2023-08-03 10:07:47,SAP_SD
8ff75f2d-d8d5-4d18-88e9-bbe3b1e0a062,TXN-01DA5A06E4A8,2023-10-07 10:51:47,76a8de09-e2ca-479c-9179-7989ec3fd1c0,SE_0002,POS,SE,Apple Pay,SEK,148.07,7.4,35.17,175.84,2023-10-07 10:51:47,SAP_SD
051b127a-4644-4cd7-987c-0562440e3bc6,TXN-85B7926BD445,2023-10-11 05:15:26,56629f77-46a6-49fb-915c-31eccca8513f,,ONLINE,SE,Visa,SEK,1417.48,0.0,354.37,1771.85,2023-10-11 05:15:26,SAP_SD
3ed48ae4-ae12-43ad-8c84-0c30a526efb4,TXN-2E6B3C8B8340,2023-11-13 12:27:57,56629f77-46a6-49fb-915c-31eccca8513f,SE_0001,POS,SE,Cash,SEK,155.21,7.76,36.86,184.31,2023-11-13 12:27:57,SAP_SD
79db14cb-152a-4a61-8fa1-5acbf3281b48,TXN-E2A36B598036,2023-07-20 17:41:33,b2895ebc-0eaf-45ce-8b0e-fd50f533291f,SE_0001,POS,SE,Discover,SEK,1462.33,0.0,365.58,1827.91,2023-07-20 17:41:33,SAP_SD
4edf24f5-0bf3-4d62-bc47-9c19df53adf7,TXN-5799FBCED0B8,2023-05-13 21:48:09,b2895ebc-0eaf-45ce-8b0e-fd50f533291f,,ONLINE,SE,Visa,SEK,144.59,0.0,36.15,180.74,2023-05-13 21:48:09,SAP_SD
