transaction_line_id,transaction_sk,line_number,sku_code,category_code,quantity,unit_price,discount_amount,tax_amount,line_total,created_at
LINE-131D3E8419D944,e2b869a0-cb0b-4511-a83d-634e18cee128,1,M734EB6LL/A,AIR,1,217.48,0.0,54.37,271.85,2019-07-18 20:28:55
LINE-2FBC75D677A64F,9fc19bf5-6141-4e63-a0bf-0ef6f92b2870,1,M734EB6LL/A,AIR,2,241.35,0.0,120.67,603.37,2019-07-23 11:49:30
LINE-2C5E9D2716914B,18a3d9f1-22de-493d-84c2-f62763e62490,1,MF70939LL/A,HMP,1,443.3,22.17,105.28,526.41,2019-07-25 15:36:56
LINE-DB334BE719184F,7a3f5658-e9c5-4952-bf2c-95306bb04703,1,M001381LL/A,IPH,1,1546.42,0.0,386.61,1933.03,2019-12-20 10:52:56
LINE-E7E8B24F3CDD4E,0bc19bb3-421e-41cd-82f6-2a786a01494f,1,M5F4198LL/A,IPD,1,668.92,0.0,167.23,836.15,2019-11-04 09:39:42
LINE-5EE1CD47D77B49,500c1321-61d1-4c0d-aac6-7353b653389c,1,ME8BAA3LL/A,ACC,1,88.93,0.0,22.23,111.16,2019-12-06 18:48:19
LINE-15002871306847,33084123-0334-433e-9769-3d7bbc0daeee,1,ME8BAA3LL/A,ACC,1,177.55,17.76,39.95,199.74,2019-12-08 13:58:14
LINE-59EAAAF58AFE4C,434f97e9-9008-467c-a668-62550942f404,1,M15E0B2LL/A,MAC,1,3100.85,0.0,775.21,3876.06,2019-09-09 12:45:22
LINE-42F716B2E44547,bdb64be3-1620-4579-912b-af1a26bd83e8,1,MB5931FLL/A,AIR,2,247.83,0.0,123.92,619.58,2019-01-24 17:16:09
LINE-DD0BE7C7E0F545,d6fa6307-9c01-4261-84f9-4f6127734d87,1,M734EB6LL/A,AIR,2,202.25,0.0,101.12,505.62,2019-03-31 15:43:07
LINE-AC1B1DFDEB484C,caa1eace-1475-41d3-a7b7-8d0b8e208efd,1,MD096F0LL/A,IPH,1,1128.38,0.0,282.1,1410.48,2019-12-29 10:49:03
LINE-997A0D26783840,21b4f44a-4f7f-4323-b41b-775a7d53f7f8,1,MB99BBBLL/A,TV,1,158.35,7.92,37.61,188.04,2019-09-02 10:58:22
LINE-16A6B9CE453A42,74c0e632-09ad-41e2-9e30-55dcfec70272,1,ME8BAA3LL/A,ACC,1,142.78,7.14,33.91,169.55,2019-12-04 20:43:28
LINE-E96A7767700740,10df3e46-0f62-4f7a-8cdd-ec7cbc5640f4,1,M734EB6LL/A,AIR,2,143.39,0.0,71.69,358.47,2019-10-16 16:38:37
LINE-07DB3D450EE04E,8b210767-118b-46b4-b90e-8efe2ec0a254,1,MD096F0LL/A,IPH,1,1412.35,0.0,353.09,1765.44,2019-12-06 13:10:19
LINE-D0ADACA96CD34D,44390618-3219-4949-8fd2-81d713203e2a,1,MFEFC2DLL/A,HMP,1,304.07,15.2,72.22,361.09,2019-09-02 15:23:21
LINE-074CBEB77FA64D,f4fe06e2-f6f5-49b4-a932-4529253dc93d,1,ME8BAA3LL/A,ACC,1,94.05,4.7,22.34,111.69,2019-11-22 10:42:09
LINE-DEA1FDADF61949,52740781-8b4e-4ff4-9231-814343a0b942,1,M526EADLL/A,IPD,1,735.06,0.0,183.76,918.82,2019-05-25 00:48:09
LINE-684FFF4B913348,0ebfc817-1b64-4128-aed1-b16392a17acc,1,MBE751DLL/A,IPH,1,1015.8,0.0,253.95,1269.75,2019-12-19 10:00:56
LINE-FC865521B2C349,2f8ae3da-c7ae-4ddf-8870-01e754cbe979,1,MED578CLL/A,IPH,1,1236.25,61.81,293.61,1468.05,2019-10-27 09:50:31
LINE-AB913EB7BBF846,d68584fb-2341-4e07-96d0-bf81d0392724,1,M001381LL/A,IPH,1,1137.42,56.87,270.14,1350.69,2019-12-26 19:02:51
LINE-56215709077447,d43ef440-bcb7-464f-86ba-915ea75e0c4e,1,M734EB6LL/A,AIR,2,149.15,0.0,74.58,372.88,2019-10-10 17:56:22
LINE-38B4017D3DAB4B,063a3b41-0373-4541-8cae-5d5a48a97e9b,1,MB0701ELL/A,TV,1,192.41,0.0,48.1,240.51,2019-08-11 09:11:05
LINE-5BA40362AE5B40,33def9c3-cfee-4318-8ff9-f12d9c158c42,1,MECC7B6LL/A,MAC,1,3594.16,179.71,853.61,4268.06,2019-12-04 15:10:47
LINE-A66092866E0B4E,2c8c696c-54b1-4037-ac20-cabf62958c36,1,MB5EF2FLL/A,AIR,1,168.77,8.44,40.08,200.41,2019-01-27 11:27:47
LINE-496B121300C04C,0eb973cc-6c04-4e4a-b5aa-7899c6985473,1,MA1EA69LL/A,IPH,1,709.29,0.0,177.32,886.61,2019-10-05 12:32:51
LINE-9A95D421A5C34D,15cbf9ac-c9f1-4f50-a645-9e172eb9d299,1,M734EB6LL/A,AIR,2,209.77,20.98,99.64,498.2,2019-08-08 16:37:28
LINE-39FFE4F2A03D4A,6f9b251e-3d1e-4a21-a247-fb8b7ef76e02,1,M953EA1LL/A,IPH,1,1342.49,0.0,335.62,1678.11,2019-11-27 09:10:39
LINE-F994126D531947,380bbc47-effb-4851-a3bf-82786abe2ec2,1,M734EB6LL/A,AIR,1,191.07,0.0,47.77,238.84,2019-08-25 11:11:26
LINE-834D24B5CF714C,41759739-a5f1-4c5f-b186-51960aba0772,1,M734EB6LL/A,AIR,1,173.43,8.67,41.19,205.95,2019-08-23 09:50:09
LINE-0BAD64CA49C145,5e85691d-508f-46d2-b09c-5b0438fcb635,1,MB99BBBLL/A,TV,1,133.05,6.65,31.6,158.0,2019-04-27 10:23:45
LINE-BA8CE2768CD941,9407242d-3852-4478-90f2-88da19b818da,1,M734EB6LL/A,AIR,2,138.43,0.0,69.22,346.08,2019-10-20 12:40:47
LINE-A5E1A514FE8A48,5705edab-4937-45e9-8f6c-4daef6ee4e73,1,M734EB6LL/A,AIR,2,202.51,0.0,101.25,506.27,2019-04-03 13:54:07
LINE-E0BFA6134CDF4C,2370cd82-5439-4ee5-963e-4562c3227a3a,1,M456FEBLL/A,ACC,2,63.34,0.0,31.67,158.35,2019-12-29 11:42:21
LINE-782298F6332D4A,fa5836f8-af3b-476d-b014-60a8c7b491df,1,MF70939LL/A,HMP,1,447.64,0.0,111.91,559.55,2019-09-11 15:20:26
LINE-E47D2A8FBB8445,26dca6bd-1bf7-413b-97b9-4d609b760ad8,1,MB5EF2FLL/A,AIR,2,187.24,0.0,93.62,468.1,2019-11-14 14:20:44
LINE-C231ACD8AA9040,025fbeab-d8e9-4360-ae2a-edd4bc31cb73,1,M4D7861LL/A,WCH,1,310.35,15.52,73.71,368.54,2019-11-18 10:21:32
LINE-A7E35A966CE447,8bf960f5-cff4-479e-95d6-ea59321346d6,1,ME8BAA3LL/A,ACC,2,35.93,0.0,17.96,89.82,2019-12-14 09:53:00
LINE-E7B3207543B742,051a1c0a-6091-45f6-bf28-6bd49ee29ad3,1,MF70939LL/A,HMP,1,368.19,0.0,92.05,460.24,2019-03-04 13:36:48
LINE-C0018A7B198443,7a80bd49-1a1c-4972-97f2-6368b29bbaaa,1,MBBFE23LL/A,TV,1,165.28,0.0,41.32,206.6,2019-08-26 11:20:18
LINE-62C5656FE27D48,e6707163-8f9b-484f-bd4b-a93debba98ed,1,MBBFE23LL/A,TV,1,129.05,0.0,32.26,161.31,2019-09-22 11:37:18
LINE-37E24068DB1E43,608edbe1-ac98-422c-8907-24c67b37de0d,1,M734EB6LL/A,AIR,1,192.6,0.0,48.15,240.75,2019-06-29 15:42:16
LINE-2FFECD93AEEC4F,ed718d74-eaa7-416d-aaff-78b6ada2d4a2,1,M734EB6LL/A,AIR,1,171.38,0.0,42.84,214.22,2019-05-16 16:39:46
LINE-0A5EFC533DD545,52251f79-a289-46f1-b9c1-a8c1f33a313a,1,MF70939LL/A,HMP,1,353.67,17.68,84.0,419.99,2019-03-07 19:53:56
LINE-36820AF3834C4C,3a029041-4e76-4a79-abbe-c64548067c70,1,MD1987FLL/A,IPD,1,787.49,39.37,187.03,935.15,2019-09-20 13:25:49
LINE-01509103AA2445,e22abb69-ab7c-4ee1-b73b-01b89e7a278b,1,MF09668LL/A,IPD,1,616.43,0.0,154.11,770.54,2019-12-13 16:40:48
LINE-96BB5E76D79843,faad9f80-7140-4c5d-a2f3-67d7cac7d92d,1,MB99BBBLL/A,TV,1,134.31,0.0,33.58,167.89,2019-09-22 09:45:32
LINE-DB0F085D9F0F42,a2e50cea-15bb-480a-9db9-8ab6d471e6a8,1,ME8BAA3LL/A,ACC,2,84.55,0.0,42.27,211.37,2019-12-15 18:23:23
LINE-7BE5470524FF45,49dcacd0-d6be-4186-bdb9-ccae852bf44e,1,MFEFC2DLL/A,HMP,1,333.32,0.0,83.33,416.65,2019-02-22 11:21:49
LINE-F55FE04C7FC043,0cd7bc6f-3092-4dfe-b7b4-521c218bff80,1,MB0701ELL/A,TV,1,195.68,9.78,46.48,232.38,2019-09-17 08:12:05
LINE-093C75123FA448,b38aeda1-2808-48b9-9e21-9c6c92ff2157,1,M734EB6LL/A,AIR,1,188.0,0.0,47.0,235.0,2019-06-03 07:46:37
LINE-266F950A3FE74E,8963aa4a-2627-4332-80dd-cc6ed00f3e56,1,MF09668LL/A,IPD,1,1109.71,0.0,277.43,1387.14,2019-11-16 18:43:35
LINE-7B38AA27ECEA4A,bd383f9e-f84d-4a2c-bbb3-fa91cc021192,1,MBBFE23LL/A,TV,1,186.52,0.0,46.63,233.15,2019-06-29 19:00:03
LINE-AF838C96AC234F,f1c2523f-c77e-4dce-af02-6a28d26041b1,1,MF967CALL/A,IPD,1,817.83,81.78,184.01,920.06,2019-08-23 04:12:15
LINE-8F9305415A154A,165aedbb-0399-4b66-9a55-2696db0d959d,1,M734EB6LL/A,AIR,1,207.72,10.39,49.33,246.66,2019-06-01 18:38:19
LINE-7A7539FFF33940,3c1e1f5f-2a2c-40a4-861e-2b52bedbcf1a,1,M7AB303LL/A,IPD,1,1282.74,0.0,320.69,1603.43,2019-12-05 18:03:41
LINE-71C439A3F63046,bbfb4526-16ed-41fc-a2ad-7fe8fe97cf5f,1,M734EB6LL/A,AIR,2,197.76,0.0,98.88,494.4,2019-12-19 13:48:31
LINE-C041AFEE7F1E47,548c8b5e-6cee-4088-82ef-ea134479d06d,1,M734EB6LL/A,AIR,1,215.54,0.0,53.88,269.42,2019-07-13 04:24:54
LINE-8E7589BBB51049,3b622bee-8f17-4e92-bdf7-74e931b17a95,1,M734EB6LL/A,AIR,2,226.5,0.0,113.25,566.25,2019-08-14 13:38:58
LINE-1EB3B1088EB845,2a3ff9a9-ee64-4be1-beba-09e28be91abf,1,MBC6A59LL/A,IPD,1,493.56,0.0,123.39,616.95,2019-09-16 19:47:40
LINE-6DF67DBDEBB04C,c628fd5e-43ec-4bee-b0bc-32261f5a7c4b,1,MD096F0LL/A,IPH,1,1003.8,0.0,250.95,1254.75,2019-11-14 16:06:49
LINE-642842D6910F42,f476f6fc-7332-44a3-907e-4db256792e97,1,MB5EF2FLL/A,AIR,1,207.19,10.36,49.21,246.04,2019-12-14 20:41:13
LINE-D9C64798333E49,20a02915-2f37-451e-aa60-0919dae8e10a,1,MEA2F10LL/A,IPD,1,929.01,0.0,232.25,1161.26,2019-08-02 09:07:58
LINE-0A90882F3F0D43,6a15e521-2b55-478a-9336-9e84cd96e421,1,MB0701ELL/A,TV,1,176.58,0.0,44.15,220.73,2019-09-24 12:12:53
LINE-BB55227C8FE844,a6797d6a-6fce-499a-a87a-3501e45a6feb,1,M734EB6LL/A,AIR,1,187.96,0.0,46.99,234.95,2019-10-12 19:31:06
LINE-0E4C455A14AF41,10cf1cd0-0999-4921-8437-cd7e06de3528,1,MD48A0FLL/A,IPH,1,1485.09,74.25,352.71,1763.55,2019-02-08 09:17:43
LINE-DCDB9761089140,fcb223c0-8d64-4248-8722-f614294a5d28,1,M808006LL/A,IPH,1,1334.88,0.0,333.72,1668.6,2019-12-12 11:32:23
LINE-766CD14B2F1549,129b9f63-4450-470f-ad76-7e3020ddb50a,1,M372A24LL/A,MAC,1,1718.91,0.0,429.73,2148.64,2019-10-04 18:24:40
LINE-641B138DF6074E,fb61d721-55b6-4e77-98c1-77e9b5aafad6,1,MBBFE23LL/A,TV,1,195.05,9.75,46.33,231.63,2019-10-20 13:04:47
LINE-741DEF65496E45,ba476084-1c78-4aff-98f7-56a9b2c886bb,1,MCD7F9ELL/A,DSP,1,4125.23,0.0,1031.31,5156.54,2019-01-29 14:43:47
LINE-3410411E88A049,e2ee2974-1fd0-4902-a932-36cc508b0b1a,1,M469693LL/A,ACC,2,181.23,36.25,81.55,407.76,2019-02-12 20:12:49
LINE-3E1A19B47A254F,97322917-0e3e-4ee5-9e27-482dddf46ea5,1,M734EB6LL/A,AIR,1,141.42,0.0,35.35,176.77,2019-07-21 09:47:02
LINE-6F6C7C726D564B,dc01b051-5424-4789-acaa-c5e407de6b24,1,M734EB6LL/A,AIR,2,155.15,0.0,77.58,387.88,2019-06-15 19:22:50
LINE-6EA7F50ED76948,efcee7bc-a038-49ab-946a-278ad79f9b5e,1,M734EB6LL/A,AIR,2,133.67,0.0,66.83,334.17,2019-08-31 10:02:59
LINE-FF45D1EB678244,09e8ddd0-a1e6-4a71-8dec-b112baddd20a,1,M734EB6LL/A,AIR,1,129.43,0.0,32.36,161.79,2019-07-30 08:30:01
LINE-A595A477109B4E,8611910c-ad8b-4629-a481-df5a5afdbf2b,1,MB5EF2FLL/A,AIR,2,148.91,14.89,70.73,353.66,2019-12-24 10:42:20
LINE-B4CD0A69C1134A,3e3ccb18-c61e-48f3-ab00-ee470094b127,1,M86FB90LL/A,MAC,1,1878.81,0.0,469.7,2348.51,2019-06-19 02:55:54
LINE-56AE7E8555EA47,68f057d3-67c6-48b4-b04a-ace848902bf3,1,MFEFC2DLL/A,HMP,1,472.2,47.22,106.25,531.23,2019-04-02 09:49:33
LINE-32124E697E5841,6751c5ca-8c9b-4f31-af26-696d4de9a3c7,1,M44DB86LL/A,IPH,1,1376.65,0.0,344.16,1720.81,2019-11-06 18:45:11
LINE-67F223189C6744,a1a6753a-3bba-4ba3-9db9-f23bea801d4f,1,MB99BBBLL/A,TV,1,172.06,0.0,43.02,215.08,2019-07-28 11:18:49
LINE-0EB3CD7FE79B40,0b3dbd26-df45-4f18-b0e0-0fb69ac4e63d,1,M4D7861LL/A,WCH,1,418.28,20.91,99.34,496.71,2019-12-18 15:45:16
LINE-76951F63A66C40,3dba8b48-fddd-423e-949c-2292c85cd750,1,MFD267BLL/A,IPD,1,988.1,0.0,247.03,1235.13,2019-04-15 09:01:10
LINE-C56F4C61020847,c4efccd1-f91e-4668-a459-6dc54c77c23f,1,MF70939LL/A,HMP,1,473.6,0.0,118.4,592.0,2019-06-28 12:15:59
LINE-79D4BF43E91941,5af2df9f-3a79-45d2-8415-5c9ef6f2e3e7,1,M734EB6LL/A,AIR,2,159.41,0.0,79.7,398.52,2019-08-08 15:15:05
LINE-42DB4B0B6E5547,b39d796b-349e-4716-9448-f673ea369664,1,MBBFE23LL/A,TV,1,163.03,0.0,40.76,203.79,2019-05-10 15:04:25
LINE-FCBEFB6C27B845,c8224047-1809-43ea-ba59-bc1766b33d3a,1,MEDEDECLL/A,MAC,1,3531.12,0.0,882.78,4413.9,2019-08-25 09:21:38
