transaction_line_id,transaction_sk,line_number,sku_code,category_code,quantity,unit_price,discount_amount,tax_amount,line_total,created_at
LINE-8D0DB948AE534E,bcce02d1-8ff9-476d-891e-d4a130d63421,1,MBBFE23LL/A,TV,1,187.6,9.38,44.55,222.77,2020-11-28 15:01:30
LINE-4B8212A5AA9744,ff2fe87c-8681-46d5-a209-0032a50b87c7,1,MDBD61BLL/A,IPH,1,1393.13,0.0,348.28,1741.41,2020-11-20 19:54:06
LINE-4795B8010D3945,a9484ea6-a5ae-4daa-9e99-4b5e779dfc79,1,M734EB6LL/A,AIR,2,172.23,0.0,86.11,430.57,2020-08-29 15:28:10
LINE-1835EBE274F04B,cc9545e4-6e10-4d0a-bc6d-35eb517ac0a7,1,M734EB6LL/A,AIR,2,175.6,0.0,87.8,439.0,2020-06-04 19:49:14
LINE-8AEECE0C499642,2e868680-6685-4a6e-8434-abf4da0e42c4,1,M2C533CLL/A,WCH,1,517.81,0.0,129.45,647.26,2020-11-12 07:40:19
LINE-13058392BD9249,6cd67317-3007-46e5-947e-da662674b02a,1,M4D7861LL/A,WCH,1,976.14,0.0,244.03,1220.17,2020-07-25 22:45:04
LINE-DE8382F86D9446,e9293896-2c24-41fc-b193-495fa65cd566,1,MA1EA69LL/A,IPH,1,719.6,0.0,179.9,899.5,2020-06-03 09:01:29
LINE-6078EF1FE75141,618ee294-035a-4642-bd5c-84933d6cc798,1,MBBFE23LL/A,TV,1,138.56,0.0,34.64,173.2,2020-08-23 14:00:49
LINE-2B5510A7E89E46,60175767-88a5-40d7-94e0-dac644201bf1,1,M734EB6LL/A,AIR,2,140.2,0.0,70.1,350.5,2020-03-07 14:32:51
LINE-F7FDADF3E69D44,696e588f-881e-4637-b657-dcc7d984f6a6,1,M456FEBLL/A,ACC,1,101.07,0.0,25.27,126.34,2020-05-30 20:07:28
LINE-A14D565B08474B,4d8bca0b-1eca-40a8-9f3d-108e0aba3112,1,MF41893LL/A,IPH,1,942.84,0.0,235.71,1178.55,2020-12-17 09:33:09
LINE-A3E64764150041,0074e677-394f-444a-80b4-da46f1873d41,1,M456FEBLL/A,ACC,1,48.94,2.45,11.62,58.11,2020-05-29 21:49:09
LINE-F2D9001EC4B448,3bbf3868-9f7c-400d-b3e5-94a5414ace34,1,MB42970LL/A,IPH,1,1587.14,79.36,376.95,1884.73,2020-05-18 14:37:02
LINE-023198FF3B2747,8b8d8854-88f5-492a-86f5-5abc1d78180e,1,M085B9FLL/A,WCH,1,439.47,0.0,109.87,549.34,2020-04-24 17:00:25
LINE-D5E3D5DD548E49,2608e7b6-9746-404c-ab36-156ee2a26100,1,M456FEBLL/A,ACC,2,36.9,7.38,16.61,83.03,2020-02-10 13:15:49
LINE-1DE2746E1D0C4B,b01e72df-1c33-49eb-9901-c7f5956c1b0e,1,M4D0B35LL/A,IPH,1,823.4,0.0,205.85,1029.25,2020-02-27 17:29:15
LINE-60967943127E4E,a5728f95-4611-4c20-b189-283fcf82026d,1,MA33B19LL/A,IPH,1,1007.76,0.0,251.94,1259.7,2020-04-17 15:59:36
LINE-C5BD359B36A14E,519c1a50-7408-480c-bceb-8488a9c3d566,1,M734EB6LL/A,AIR,1,219.21,0.0,54.8,274.01,2020-07-28 13:49:25
LINE-2100448DF43341,53b81b44-4f9b-4131-ad64-3ac9377eb5f3,1,ME8BAA3LL/A,ACC,2,139.3,0.0,69.65,348.25,2020-05-06 23:46:27
LINE-F7AC26D2A8354C,399fb2de-e2ab-4811-a774-b875615f7f60,1,M0018F0LL/A,WCH,1,729.24,0.0,182.31,911.55,2020-12-30 18:20:52
LINE-4ACB67F428B44D,e0ed6f88-2d19-4b48-aeb8-dcd8546cb9bc,1,M86AB67LL/A,ACC,2,118.21,23.64,53.19,265.97,2020-11-16 16:19:28
LINE-C34C4406B98D4D,aa3f97ee-6fa9-4fcf-93a9-8030d334077a,1,M6D243DLL/A,IPH,1,796.57,0.0,199.14,995.71,2020-07-09 15:46:38
LINE-3C6BAAE5C8174A,b84878b4-0570-44a6-b7a7-d5b15fc57040,1,MB5EF2FLL/A,AIR,2,242.18,0.0,121.09,605.45,2020-10-16 18:37:42
