transaction_sk,transaction_id,transaction_timestamp,customer_id,store_id,channel_id,country_code,payment_method,currency,gross_amount,total_discount,total_tax,net_total,created_at,source_system
87eaea59-ffe5-4ff0-9e09-91e95bc5d07f,TXN-E2CA00BBA2A6,2024-04-18 16:19:10,670b1055-9c79-4db1-9fa2-8991457739e5,SE_0002,POS,SE,Discover,SEK,433.94,0.0,108.48,542.42,2024-04-18 16:19:10,SAP_SD
ce1cfc91-dca4-4454-8474-185e322a0afa,TXN-D06AA45C49A4,2024-05-23 16:28:15,670b1055-9c79-4db1-9fa2-8991457739e5,,ONLINE,SE,Apple Financing,SEK,221.92,22.19,49.93,249.66,2024-05-23 16:28:15,SAP_SD
205a454c-779e-4e84-a657-8344d913cc3a,TXN-B6E42CBED552,2024-01-21 15:23:48,4d7f929d-bb48-48cc-94e9-6018c628ddc8,SE_0001,POS,SE,Corporate Financing,SEK,1453.39,0.0,363.35,1816.74,2024-01-21 15:23:48,SAP_SD
134a3de7-e7ef-4841-bd57-3ea3781d5650,TXN-FC70085E6152,2024-05-05 14:22:54,4d7f929d-bb48-48cc-94e9-6018c628ddc8,SE_0001,POS,SE,American Express,SEK,383.0,0.0,95.75,478.75,2024-05-05 14:22:54,SAP_SD
965bcf3e-fa37-4574-8ed5-13124c73f7f6,TXN-8D9027A6FFD8,2024-06-24 06:44:26,4ab6b57c-1526-4231-981b-daf162859aa5,,ONLINE,SE,Mastercard,SEK,179.98,0.0,44.99,224.97,2024-06-24 06:44:26,SAP_SD
5318f544-caf4-43b8-9c94-b8381ea3d105,TXN-4DC812ECA5B9,2024-04-10 13:13:17,4ab6b57c-1526-4231-981b-daf162859aa5,,ONLINE,SE,American Express,SEK,174.9,8.75,41.54,207.69,2024-04-10 13:13:17,SAP_SD
91d02ba4-cfa3-4af5-b09f-dc2d0a25c582,TXN-87A3832806C3,2024-12-21 00:16:23,ef5b1dea-b262-42c7-b76e-27734b14ff44,,ONLINE,SE,Mastercard,SEK,458.14,0.0,114.53,572.67,2024-12-21 00:16:23,SAP_SD
44cb0a02-393f-4e11-badb-da4e24045c84,TXN-AF7CEA6BE5E8,2024-12-20 13:10:01,ef5b1dea-b262-42c7-b76e-27734b14ff44,SE_0001,POS,SE,Visa,SEK,312.52,31.25,70.32,351.59,2024-12-20 13:10:01,SAP_SD
68d268fa-efcb-43ed-966e-3ed2d14d8fff,TXN-ECC47DDFD571,2024-05-15 10:56:21,8226e523-aad6-4dbf-a336-d495c973490f,SE_0002,POS,SE,Cash,SEK,479.14,0.0,119.78,598.92,2024-05-15 10:56:21,SAP_SD
7c93878f-2f9d-46e4-9eed-13233edd3543,TXN-E0FE977E236F,2024-09-21 15:04:12,8226e523-aad6-4dbf-a336-d495c973490f,SE_0002,POS,SE,Visa,SEK,97.79,0.0,24.45,122.24,2024-09-21 15:04:12,SAP_SD
