transaction_line_id,transaction_sk,line_number,sku_code,category_code,quantity,unit_price,discount_amount,tax_amount,line_total,created_at
LINE-13D6547ECFC74E,87eaea59-ffe5-4ff0-9e09-91e95bc5d07f,1,MB5EF2FLL/A,AIR,2,216.97,0.0,108.48,542.42,2024-04-18 16:19:10
LINE-B94C99EA8C6247,ce1cfc91-dca4-4454-8474-185e322a0afa,1,M734EB6LL/A,AIR,1,221.92,22.19,49.93,249.66,2024-05-23 16:28:15
LINE-45DB7A162B4A4C,205a454c-779e-4e84-a657-8344d913cc3a,1,ME414DBLL/A,IPH,1,1453.39,0.0,363.35,1816.74,2024-01-21 15:23:48
LINE-E8D5EAEE466443,134a3de7-e7ef-4841-bd57-3ea3781d5650,1,M455202LL/A,ACC,2,191.5,0.0,95.75,478.75,2024-05-05 14:22:54
LINE-C4FC559C681F41,965bcf3e-fa37-4574-8ed5-13124c73f7f6,1,M469693LL/A,ACC,2,89.99,0.0,44.99,224.97,2024-06-24 06:44:26
LINE-C76F253505DE4C,5318f544-caf4-43b8-9c94-b8381ea3d105,1,MEA45C5LL/A,AIR,1,174.9,8.75,41.54,207.69,2024-04-10 13:13:17
LINE-6DEE2D49FCCD4D,91d02ba4-cfa3-4af5-b09f-dc2d0a25c582,1,MB5EF2FLL/A,AIR,2,229.07,0.0,114.53,572.67,2024-12-21 00:16:23
LINE-B37A4C4993A748,44cb0a02-393f-4e11-badb-da4e24045c84,1,MFC8E3ELL/A,AIR,2,156.26,31.25,70.32,351.59,2024-12-20 13:10:01
LINE-CF2C9BFCE00C44,68d268fa-efcb-43ed-966e-3ed2d14d8fff,1,MFFE53BLL/A,HMP,1,479.14,0.0,119.78,598.92,2024-05-15 10:56:21
LINE-7EF5874FB0EA40,7c93878f-2f9d-46e4-9eed-13233edd3543,1,M09ADBFLL/A,ACC,1,97.79,0.0,24.45,122.24,2024-09-21 15:04:12
LINE-9333EB1B3AA344,028b0afd-484f-40e5-b39a-15176276953e,1,MFA785CLL/A,IPH,1,1512.01,151.2,340.2,1701.01,2024-01-07 20:06:00
LINE-5F2C81B4A3E343,26edb07f-5b58-41b2-a2b7-6d1e7852c1aa,1,MEAE40DLL/A,IPH,1,1218.59,121.86,274.18,1370.91,2024-07-23 19:02:32
LINE-F7A212A4749742,9f0763d8-6ad7-4e2a-a529-3418e38af504,1,MB5931FLL/A,AIR,1,197.81,9.89,46.98,234.9,2024-11-01 18:15:10
LINE-6EC96294DE6849,d9bb2d3d-ec1a-496d-a68f-c50399f4d473,1,M5F3637LL/A,IPH,1,1126.58,0.0,281.64,1408.22,2024-03-08 13:16:14
LINE-3217B1B61D424B,ff76e4f2-2a7d-4e4f-85eb-cfc9ba3e3659,1,M86AB67LL/A,ACC,1,86.95,0.0,21.74,108.69,2024-08-21 00:40:35
LINE-B04A8D51E37649,787470ad-1150-4431-89e4-39c7879ae57e,1,MB5931FLL/A,AIR,1,164.39,0.0,41.1,205.49,2024-07-17 19:41:38
LINE-007917F03BA142,e48b2e5f-dadb-4437-ac17-d8440c82a7fb,1,MA7336ALL/A,IPH,1,978.53,0.0,244.63,1223.16,2024-06-14 16:57:19
LINE-9AE7867DB25D45,27633a6a-fcab-40ad-97d4-4a1bff9dcd1d,1,MF9A435LL/A,ACC,1,101.57,0.0,25.39,126.96,2024-01-12 18:11:08
LINE-1F1043A165AA4E,0d45cf1b-902a-460f-9e9c-02ea3884dde9,1,MEA45C5LL/A,AIR,1,195.37,0.0,48.84,244.21,2024-05-19 18:51:45
LINE-ACB1CE38F36C4E,1d23c71a-a513-418b-b049-453f2e0852b6,1,MB5EF2FLL/A,AIR,2,149.81,14.98,71.16,355.8,2024-09-19 18:12:11
LINE-0EEF08EEACFE43,14088130-88b3-4134-9aae-74d656f3d928,1,M4E778BLL/A,MAC,1,2841.95,0.0,710.49,3552.44,2024-04-08 09:15:34
LINE-1B2EDC48DBA54B,2aa4da68-1298-48a8-b4e7-5aa408601666,1,ME32E46LL/A,IPH,1,1244.14,124.41,279.93,1399.66,2024-12-19 14:13:33
LINE-E08EC7CA9E084E,1ec112f6-215a-41ca-904e-33e41c5b6084,1,M455202LL/A,ACC,1,169.59,0.0,42.4,211.99,2024-03-12 09:35:30
LINE-3EA4ABE281094E,7512ab4e-2b70-4863-92c1-d61c050e490b,1,M3CF7E9LL/A,IPH,1,1081.32,0.0,270.33,1351.65,2024-10-10 17:46:18
LINE-2F9BCF2F3FB943,94c2a8ef-5a6b-4fce-8cc2-f0b9fd35d5af,1,M456FEBLL/A,ACC,1,57.86,0.0,14.46,72.32,2024-08-27 04:35:46
LINE-A05DF5CA23DF4E,4c9ed094-b4db-4879-b085-d9fc9baa2840,1,MED0E22LL/A,IPH,1,1221.66,0.0,305.42,1527.08,2024-07-14 12:50:25
LINE-F9107555AE164D,38f81f77-bac7-4a3d-b66f-3626a056ea42,1,MD6721FLL/A,AIR,1,137.15,0.0,34.29,171.44,2024-03-23 14:42:07
LINE-CC92EAFB329441,8b9da131-8d5c-44a6-b5af-777cdc3c0363,1,MAA12C3LL/A,ACC,2,46.93,0.0,23.46,117.32,2024-11-03 13:28:06
LINE-A92A5D4E5E4A44,dfef6026-90e0-43db-ac26-135f6fb7e170,1,MCE54B0LL/A,IPH,1,1342.46,0.0,335.62,1678.08,2024-09-22 17:16:10
LINE-095DBBA029324F,03b611d3-d542-4c52-8b71-7353cd25e4fc,1,M3EDAC8LL/A,IPH,1,999.77,49.99,237.44,1187.22,2024-12-05 14:11:01
LINE-332A422E653840,06bb8faf-9826-4d8b-bf96-336d2f078365,1,M455202LL/A,ACC,1,136.41,0.0,34.1,170.51,2024-10-02 13:22:40
LINE-F9617140A59F4A,9d0a6588-4f66-415e-bfd4-e3bf22f9d319,1,M09ADBFLL/A,ACC,2,158.83,0.0,79.42,397.08,2024-03-12 10:01:17
LINE-1F5244A9A0D246,ecb282f8-269f-40ea-8a65-0f53e71df8f5,1,MF13B86LL/A,IPH,1,1087.42,0.0,271.86,1359.28,2024-06-17 13:55:27
LINE-B800478441CB47,ab9c9ad8-a2a4-4480-94c1-b3f67657d56b,1,M86AB67LL/A,ACC,2,56.9,0.0,28.45,142.25,2024-05-14 14:15:41
LINE-C72510E671884F,d59a126b-54bc-407e-b1b7-97b154a3f67a,1,M86AB67LL/A,ACC,2,177.3,0.0,88.65,443.25,2024-12-27 07:54:31
LINE-9404CDB8E7BB4E,464335c0-897c-471e-8689-5d41d28d0d74,1,M552171LL/A,AIR,1,221.05,0.0,55.26,276.31,2024-12-31 07:20:55
LINE-6E062C01AFA647,06866c00-e13f-404d-afcc-e3432a56ed84,1,M09ADBFLL/A,ACC,2,157.46,0.0,78.73,393.65,2024-08-24 15:50:35
LINE-3016AA76A00249,f6fb2fe3-9374-4340-a48b-0540ce58775c,1,M20B344LL/A,IPH,1,1486.05,0.0,371.51,1857.56,2024-03-05 10:35:45
LINE-D2D94CDFAFF349,3c2a0e12-c892-4a9a-8f4f-4b6f41664bbd,1,M9159B7LL/A,IPH,1,811.64,0.0,202.91,1014.55,2024-08-28 19:14:06
LINE-351651DD33B042,a96b81b1-4d36-453c-aef5-16c2b20a329c,1,MF782A6LL/A,IPH,1,1317.48,0.0,329.37,1646.85,2024-10-11 19:36:47
LINE-31AA04487C5B41,04d31df0-6a31-4e0d-9da3-f2b8a5ef11f5,1,M63821ALL/A,AIR,2,135.59,13.56,64.41,322.03,2024-12-27 18:38:28
LINE-788BF334A72140,bc289869-c595-45d0-aff6-2a680ac81f4c,1,M455202LL/A,ACC,1,135.54,13.55,30.5,152.49,2024-01-28 20:40:34
LINE-11BAEF04237940,81765205-77f6-4aa4-8f6c-78025ae7b876,1,M6C1E07LL/A,IPH,1,959.17,47.96,227.8,1139.01,2024-12-08 12:04:31
LINE-FDC64DF9C20545,5f475bde-a113-440b-80c6-a8cb0bffe691,1,M526EADLL/A,IPD,1,750.16,0.0,187.54,937.7,2024-10-28 19:19:04
LINE-35321AF05E8D4E,2e45c0c5-1266-41c7-8772-96cb9522e059,1,MEA45C5LL/A,AIR,2,204.88,0.0,102.44,512.2,2024-04-16 12:34:52
LINE-D363FA31605F45,71e4c275-7793-4c82-b182-3a873ade1f94,1,M86AB67LL/A,ACC,1,106.39,5.32,25.27,126.34,2024-10-01 14:22:46
LINE-D768CB6F27AC4B,b535a9c2-1381-4165-b085-12203ecb8837,1,M18A9D8LL/A,AIR,2,137.68,27.54,61.96,309.78,2024-08-25 19:01:56
LINE-425EFE813C3845,20dccba5-8042-44f8-ad61-efc88cb339f6,1,M88B502LL/A,IPH,1,972.1,48.61,230.87,1154.36,2024-08-03 02:36:19
LINE-B851BA5DCE2B4C,51f920ed-265a-4d77-9305-899cc5620b94,1,M44A877LL/A,TV,1,129.27,0.0,32.32,161.59,2024-12-05 15:25:11
LINE-9134F42C43F746,2dd8c9b1-2e07-46e7-a868-a3e9791d9210,1,M7CD21DLL/A,WCH,1,923.36,0.0,230.84,1154.2,2024-06-21 14:46:06
LINE-A1F22E77627B49,4e0e38bd-f44e-4a15-bac3-50229f9b48ff,1,MFC8E3ELL/A,AIR,1,144.84,7.24,34.4,172.0,2024-05-26 17:46:44
LINE-1EB09455751647,1653ffac-d2e5-4165-964c-5facf4b42b05,1,M199139LL/A,IPH,1,777.38,0.0,194.34,971.72,2024-06-03 19:36:35
LINE-379603C2502540,c454b8da-8662-4b2e-9b5e-143cd72f5737,1,MD6721FLL/A,AIR,1,206.91,0.0,51.73,258.64,2024-09-17 23:14:40
LINE-A6593E69A4D747,2de47f92-bc4b-4ba2-8b77-692ef6f74534,1,M09ADBFLL/A,ACC,1,97.52,0.0,24.38,121.9,2024-11-03 12:48:12
LINE-72C6F35AA64F40,e4f017f4-e812-4df0-befe-e802fd57e685,1,MFCE7DFLL/A,HMP,1,493.42,0.0,123.36,616.78,2024-11-09 22:39:32
LINE-E6B3E569D3C743,966c79fe-7bf7-4c17-a722-a740a090e6d9,1,M34AF74LL/A,IPD,1,1174.24,117.42,264.2,1321.02,2024-04-20 09:33:18
LINE-A1DC95BAEC6042,60ce2bc9-3525-42ee-b3d1-782881b41094,1,ME8BAA3LL/A,ACC,2,132.91,13.29,63.13,315.66,2024-08-26 16:27:24
LINE-CD95AC6E3AF54C,fb46676b-f4f1-48fe-9da1-6bee2a715b1c,1,MC12053LL/A,IPH,1,1398.5,139.85,314.66,1573.31,2024-01-15 04:14:05
